index,Song,Artist,Gender,Album,Date,URL,Profanities
48,Pinky Ring,UGK,M,Ridin' Dirty,, http://ohhla.com/anonymous/ugk/ridin/pinkyrng.ugk.txt,"{'pimp': 4, 'bitches': 4, 'nigga': 1, 'shit': 4, 'fuck': 2, 'fuckin': 1, 'bitch': 4, 'mad': 1, 'ass': 4, 'hoes': 2, 'pussy': 2, 'vagina': 1, 'fat': 1, 'crack': 2, 'marijuana': 1, 'fire': 1}"
49,Diamonds & Wood,UGK (UNDERGROUND KINGZ),M,Ridin' Dirty,, http://ohhla.com/anonymous/ugk/ridin/wood.ugk.txt,"{'nigga': 16, 'bitch': 1, 'dirty': 1, 'fucked': 1, 'pistol': 1, 'dead': 1, 'fuck': 2, 'fight': 1}"
50,3 in the Mornin',U.G.K. (UNDERGROUND KINGS),M,Ridin' Dirty,, http://ohhla.com/anonymous/ugk/ridin/mornin.ugk.txt,"{'fight': 1, 'ass': 1, 'cocaine': 1, 'nigga': 3, 'drug': 1, 'bomb': 1, 'fuck': 2, 'hoes': 1, 'pimper': 1, 'pussy': 1}"
51,Touched,UGK,M,Ridin' Dirty,, http://ohhla.com/anonymous/ugk/ridin/touched.ugk.txt,"{'nigga': 10, 'pussy': 4, 'goddamn': 2, 'dick': 2, 'bitch': 7, 'motherfucker': 1, 'rump': 1, 'fear': 1, 'ass': 5, 'fucked': 4, 'shit': 2, 'hoes': 1, 'crimes': 1, 'fuck': 2, 'gun': 2, 'die': 1, 'burn': 1, 'damn': 1, 'pistol': 2, 'pimp': 2, 'dead': 2}"
52,Fuck My Car,UGK,M,Ridin' Dirty,, http://ohhla.com/anonymous/ugk/ridin/fuck_car.ugk.txt,"{'bitches': 1, 'nigga': 4, 'fuck': 12, 'bitch': 6, 'ass': 3, 'dick': 2, 'pussy': 3, 'hoes': 7, 'pimp': 1, 'niggaz': 2}"
53,Hi Life,U.G.K. (UNDERGROUND KINGS),M,Ridin' Dirty,, http://ohhla.com/anonymous/ugk/ridin/hi_life.ugk.txt,"{'fucked': 1, 'church': 1, 'fear': 1, 'shit': 1, 'bitch': 1, 'dick': 1, 'ass': 2, 'died': 1, 'nigga': 2, 'fucking': 1, 'pussy': 1, 'dope': 1, 'hoes': 1, 'bullshit': 2, 'die': 1, 'pee': 1, 'fuck': 2, 'death': 1, 'goddamn': 1, 'damn': 1, 'poverty': 1, 'crime': 2, 'fuckers': 1, 'disturbed': 1}"
54,Good Stuff,UGK,M,Ridin' Dirty,, http://ohhla.com/anonymous/ugk/ridin/gd_stuff.ugk.txt,"{'hoes': 4, 'shit': 1, 'nigga': 1, 'bitch': 5, 'ass': 1, 'titties': 1, 'dick': 1, 'suck': 1, 'black': 1, 'bigger': 1, 'motherfucker': 1, 'bombs': 1, 'hook': 1}"
55,Ridin' Dirty,UGK,M,Ridin' Dirty,, http://ohhla.com/anonymous/ugk/ridin/dirty.ugk.txt,"{'dirty': 26, 'ass': 1, 'headlights': 1, 'kill': 1, 'alla': 1}"
56,Choppin' Blades,U.G.K,M,Dirty Money,, http://ohhla.com/anonymous/ugk/drtmoney/choppin.ugk.txt,"{'nigga': 2, 'fuck': 1, 'black': 1, 'fat': 1, 'pistol': 1, 'hoes': 4, 'panties': 1, 'pros': 1, 'pussy': 1, 'shit': 1, 'bitch': 1, 'ho': 1, 'slut': 1, 'damn': 1}"
57,Look at Me,U.G.K.,M,Dirty Money,, http://ohhla.com/anonymous/ugk/drtmoney/lookatme.ugk.txt,"{'bitch': 8, 'drunk': 1, 'gin': 1, 'shit': 1, 'die': 1, 'balls': 1, 'fuck': 5, 'nigga': 1, 'pistol': 1, 'dead': 1, 'dike': 2, 'dick': 1, 'fucked': 1, 'pussies': 1, 'death': 1, 'smack': 1}"
58,Ain't That a Bitch (Ask Yourself),U.G.K.,M,Dirty Money,, http://ohhla.com/anonymous/ugk/drtmoney/aintthat.ugk.txt,"{'bitch': 13, 'fuck': 1, 'ho': 3, 'suck': 1, 'pussy': 4, 'shit': 2, 'crash': 1, 'nigga': 1, 'motherfucking': 1, 'fucked': 1, 'dick': 1}"
59,Gold Grill,U.G.K.,M,Dirty Money,, http://ohhla.com/anonymous/ugk/drtmoney/gldgrill.ugk.txt,"{'pimp': 1, 'bitch': 4, 'suck': 1, 'pussy': 2, 'fat': 2, 'dick': 1, 'nigga': 2, 'hoes': 1}"
60,PA Nigga,U.G.K.,M,Dirty Money,, http://ohhla.com/anonymous/ugk/drtmoney/pa_nigga.ugk.txt,"{'smack': 1, 'attack': 1, 'hoes': 1, 'gay': 1, 'gun': 1, 'nigga': 9, 'shit': 2, 'ass': 2, 'fuck': 7, 'bitch': 3, 'fucking': 1, 'bitches': 1, 'dick': 1, 'dope': 1, 'ho': 1, 'semen': 1}"
61,Holdin' Na,U.G.K.,M,Dirty Money,, http://ohhla.com/anonymous/ugk/drtmoney/holdinna.ugk.txt,"{'bitch': 1, 'bitches': 2, 'pimp': 1, 'fucking': 2, 'pussy': 1, 'damn': 1, 'shitted': 1, 'nigga': 1}"
62,Don't Say Shit,U.G.K.,M,Dirty Money,, http://ohhla.com/anonymous/ugk/drtmoney/dont_say.ugk.txt,"{'whitey': 1, 'fucking': 3, 'nigga': 6, 'shit': 7, 'bitches': 1, 'killed': 1, 'girls': 1, 'bitch': 1, 'blow': 1, 'ass': 3, 'fight': 1, 'gun': 1, 'fuck': 3}"
63,Dirty Money,U.G.K.,M,Dirty Money,, http://ohhla.com/anonymous/ugk/drtmoney/dirty.ugk.txt,"{'nigga': 2, 'disease': 1, 'spit': 1, 'fraud': 1, 'fuck': 1, 'ass': 2, 'blow': 1, 'black': 1, 'dirty': 5, 'damn': 1, 'drug': 1, 'dead': 1, 'pimp': 1, 'dick': 2, 'hoes': 1, 'shit': 1, 'dope': 1}"
64,Like a Pimp,U.G.K.,M,Dirty Money,, http://ohhla.com/anonymous/ugk/drtmoney/likepimp.ugk.txt,"{'bitch': 11, 'bitches': 5, 'pussy': 4, 'ass': 4, 'panties': 1, 'nigga': 4, 'fuck': 6, 'shit': 3, 'cock': 2, 'niggaz': 6, 'hoes': 7, 'suck': 1, 'blow': 2, 'tosser': 1, 'fucking': 6, 'dope': 1, 'dead': 1, 'pimp': 1, 'fucked': 1, 'rape': 1, 'mad': 1, 'bullshit': 1}"
65,Pimpin' Ain't No Illusion,"UGK, KOOL ACE, TOO $HORT",M,Dirty Money ,, http://ohhla.com/anonymous/ugk/rm_bside/no_illus.ugk.txt,"{'bitch': 7, 'heroin': 1, 'pimp': 2, 'hoes': 6, 'ho': 1, 'shit': 3, 'fuck': 1, 'bitches': 1, 'sexual': 1, 'mad': 2, 'nigga': 1}"
66,Take it Off,UGK,M,The Corruptor soundtrack,, http://ohhla.com/anonymous/ugk/rm_bside/take_off.ugk.txt,"{'booty': 1, 'nigga': 2, 'died': 1, 'liquor': 1, 'naked': 1}"
67,Woodwheel,U.G.K.,M,Dirty Money,, http://ohhla.com/anonymous/ugk/drtmoney/wdwheel.ugk.txt,"{'nigga': 1, 'dope': 2, 'bitch': 3, 'conservative': 1, 'liberal': 1, 'criminal': 1, 'fat': 1, 'joint': 1, 'fuck': 9, 'hell': 1, 'gin': 1, 'crash': 1, 'piss': 1, 'bitches': 1, 'ho': 1, 'fight': 1, 'kill': 1}"
68,"Money, Hoes & Power",UGK,M,Dirty Money,, http://ohhla.com/anonymous/ugk/drtmoney/moneyhoe.ugk.txt,"{'pimp': 2, 'fuck': 2, 'ass': 2, 'hoes': 3, 'bitches': 1, 'bitch': 4, 'dick': 2, 'nigga': 2, 'blind': 1, 'sucker': 1, 'titty': 1}"
69,The Corruptor's Execution,"E-40, B-LEGIT, UGK",M,The Corruptor soundtrack,, http://ohhla.com/anonymous/misc/hip-hop/execute.tcs.txt,"{'motherfuckin': 1, 'hustler': 1, 'blow': 1, 'niggaz': 1, 'snot': 1, 'weapon': 5, 'death': 1, 'bitches': 1, 'dick': 1, 'sick': 1}"
70,Pop the Trunk,CELLY CEL,M,The G-Filez,, http://ohhla.com/anonymous/cellycel/g_filez/poptrunk.cel.txt,"{'nigga': 2, 'shit': 3, 'dick': 3, 'bitch': 4, 'dead': 1, 'fuck': 1, 'funeral': 1, 'shoot': 1, 'tittie': 1, 'hoes': 1, 'lies': 1, 'ass': 1, 'boom': 1, 'bitches': 1}"
71,Pocket Full of Stones (Remix),UGK,M,Side Hustles,, http://ohhla.com/anonymous/ugk/rm_bside/pocremix.ugk.txt,"{'dope': 2, 'crack': 5, 'fat': 5, 'ass': 2, 'lotion': 1, 'black': 2, 'faith': 1, 'murder': 1}"
72,I'm a Hustler,PIMP C,M,The Sweet James Jones Stories,, http://ohhla.com/anonymous/pimp_c/swtjames/hustler.pmp.txt,"{'hoes': 3, 'hustler': 6, 'bitch': 8, 'ho': 3, 'suck': 1, 'blow': 1, 'butt': 1, 'fuck': 2, 'fuckin': 1, 'niggaz': 4, 'dope': 1, 'pistol': 1, 'shit': 3, 'shoot': 1, 'ass': 1, 'knockers': 1, 'nigga': 2}"
73,Comin' Up,PIMP C,M,The Sweet James Jones Stories,, http://ohhla.com/anonymous/pimp_c/swtjames/comin_up.pmp.txt,"{'bitches': 2, 'pussy': 2, 'niggaz': 4, 'bitch': 1, 'mothafuckin': 1, 'fucked': 1, 'pot': 1, 'shit': 3, 'mafia': 1, 'black': 1}"
74,I'sa Playa (Time),PIMP C,M,Sweet James Jones Stories,, http://ohhla.com/anonymous/pimp_c/swtjames/isaplaya.pmp.txt,"{'dirty': 1, 'bitch': 4, 'dick': 2, 'pussy': 2, 'suck': 1, 'nipple': 1, 'nigga': 1, 'dead': 1, 'sex': 1, 'ass': 3, 'mad': 1, 'fuck': 2, 'dumb': 2, 'booty': 2, 'shit': 2, 'lies': 1, 'ho': 1, 'drunk': 1, 'pimp': 1}"
75,I Know You Strapped,PIMP C,M,The Sweet James Jones Stories,, http://ohhla.com/anonymous/pimp_c/swtjames/i_know_u.pmp.txt,"{'murder': 5, 'niggaz': 11, 'liquor': 5, 'fucking': 1, 'bitch': 12, 'nigga': 7, 'shit': 1, 'fuck': 4, 'bitches': 3, 'pussy': 1, 'killed': 1, 'fucked': 1, 'pistol': 1, 'kill': 1, 'gangsta': 2, 'ass': 3, 'dead': 1, 'fucker': 1}"
76,Slow Down,PIMP C,M,The Sweet James Jones Stories,, http://ohhla.com/anonymous/pimp_c/swtjames/slowdown.pmp.txt,"{'niggaz': 10, 'fucking': 3, 'nigga': 4, 'hoes': 2, 'ass': 1, 'titties': 1, 'dirty': 1, 'crack': 1, 'bitch': 1, 'bitches': 1, 'fuck': 3, 'mad': 1, 'goddamn': 1}"
77,Get My Money,PIMP C,M,The Sweet James Jones Stories,, http://ohhla.com/anonymous/pimp_c/swtjames/getmoney.pmp.txt,"{'bitch': 19, 'ho': 8, 'pimp': 2, 'motherfuckin': 2, 'hoes': 2, 'shit': 2, 'damn': 1, 'whore': 1, 'fuckin': 2, 'fuck': 1, 'motherfucker': 1, 'cock': 1, 'pussy': 1, 'suck': 1, 'dick': 1, 'dyke': 1}"
78,Everytime,PIMP C,M,The Sweet James Jones Stories,, http://ohhla.com/anonymous/pimp_c/swtjames/evrytime.pmp.txt,"{'nigga': 2, 'fuckin': 1, 'dick': 4, 'shit': 2, 'kill': 1, 'pussy': 10, 'bitch': 2, 'cum': 1, 'cock': 3, 'suck': 2, 'fuck': 5, 'hole': 1, 'heroin': 1, 'fucking': 1, 'hoes': 3, 'rape': 1, 'blow': 2, 'bitches': 1}"
79,My Angel,PIMP C,M,The Sweet James Jones Stories,, http://ohhla.com/anonymous/pimp_c/swtjames/my_angel.pmp.txt,"{'bullshit': 1, 'niggaz': 4, 'kill': 3, 'crack': 2, 'die': 1, 'devil': 1, 'dope': 1, 'hoes': 1, 'shit': 3, 'nigga': 1, 'bitch': 1, 'sick': 1, 'hustler': 1, 'ass': 1}"
80,Bun,BUN B,M,Trill,, http://ohhla.com/anonymous/bun_b/trill/bun.bun.txt,"{'nigga': 11, 'bullshit': 1, 'ass': 1, 'shit': 5, 'fuck': 3, 'crack': 1, 'bitch': 2, 'fire': 1, 'sick': 1, 'pee': 2, 'gangsta': 1}"
81,Get Throwed,BUN B (OF UGK),M,Trill,, http://ohhla.com/anonymous/bun_b/trill/getthrow.bun.txt,"{'bitch': 3, 'nigga': 6, 'fuck': 5, 'niggaz': 5, 'shit': 1, 'fight': 1, 'hoes': 1, 'harder': 1, 'pot': 1, 'retarded': 1}"
82,Draped Up,BUN B,M,Trill,, http://ohhla.com/anonymous/bun_b/trill/drapedup.bun.txt,"{'color': 1, 'laid': 1, 'fraud': 1, 'niggaz': 1, 'dirty': 1, 'naked': 1, 'ass': 1}"
83,I'm Fresh,BUN B,M,Trill,, http://ohhla.com/anonymous/bun_b/trill/im_fresh.bun.txt,"{'ass': 3, 'babies': 1, 'pimp': 3, 'fat': 1, 'bitches': 1, 'pussy': 1, 'bitch': 1, 'dead': 1, 'damn': 1, 'motherfucking': 2}"
84,Trill Recognize Trill,BUN B,M,Trill,, http://ohhla.com/anonymous/bun_b/trill/recognze.bun.txt,"{'fuck': 5, 'suck': 1, 'dick': 1, 'niggaz': 3, 'nigga': 2, 'shoot': 1, 'god': 2, 'damn': 3, 'banging': 1, 'shit': 1, 'fucking': 2, 'beast': 1, 'motherfucking': 4, 'bitch': 1, 'ass': 1}"
85,Pushin',BUN B,M,Trill,, http://ohhla.com/anonymous/bun_b/trill/pushin.bun.txt,"{'fuck': 3, 'ass': 2, 'blow': 1, 'fire': 1, 'motherfucker': 2, 'nigga': 15, 'bigger': 1, 'niggaz': 8, 'shit': 6, 'bitch': 1, 'hoes': 1}"
86,I'm Ballin',BUN B,M,Trill,, http://ohhla.com/anonymous/bun_b/trill/imballin.bun.txt,"{'bitch': 1, 'niggaz': 1, 'motherfucking': 1}"
87,What I Represent (UGK),BUN B,M,Trill,, http://ohhla.com/anonymous/bun_b/trill/whatirep.bun.txt,"{'ass': 3, 'niggaz': 4, 'nigga': 5, 'fuck': 1, 'shit': 2}"
