index,Song,Artist,Gender,Album,Date,URL,Profanities 
3904,Who Stole My Car?,DJ JAZZY JEFF & THE FRESH PRINCE,M,And in this Corner...,, http://ohhla.com/anonymous/frprince/corner/whostole.jfr.txt,"{'idiot': 1, 'hell': 1, 'dumb': 1, 'mad': 2, 'butt': 1, 'horn': 1, 'dead': 1, 'assault': 1, 'explosion': 1}"
3905,The Men of Your Dreams,DJ JAZZY JEFF & THE FRESH PRINCE,M,And in this Corner...,, http://ohhla.com/anonymous/frprince/corner/yrdreams.jfr.txt,{}
3906,Numero Uno,DJ JAZZY JEFF & THE FRESH PRINCE,M,And in This Corner...,, http://ohhla.com/anonymous/frprince/corner/numero.jfr.txt,"{'sucker': 2, 'die': 1, 'butt': 1, 'destroy': 1, 'gun': 1, 'weapon': 1, 'blow': 1, 'doom': 1, 'death': 1, 'hell': 1, 'dope': 1, 'laid': 1, 'fat': 1}"
3907,Too Damn Hype,DJ JAZZY JEFF & THE FRESH PRINCE,M,And in this Corner...,, http://ohhla.com/anonymous/frprince/corner/too_damn.jfr.txt,"{'smack': 1, 'snatch': 1, 'hell': 1, 'fight': 2, 'damn': 31, 'hole': 1, 'doom': 1}"
3908,Jeff Waz on the Beat Box,DJ JAZZY JEFF & THE FRESH PRINCE,M,And in This Corner...,, http://ohhla.com/anonymous/frprince/corner/jeff_waz.jfr.txt,{'hell': 2}
3909,Summertime,DJ JAZZY JEFF & THE FRESH PRINCE,M,Homebase,, http://ohhla.com/anonymous/frprince/homebase/summer.jfr.txt,{'girls': 4}
3910,The Things That U Do,DJ JAZZY JEFF & THE FRESH PRINCE,M,Homebase,, http://ohhla.com/anonymous/frprince/homebase/things.jfr.txt,"{'damn': 1, 'blind': 1, 'hell': 1}"
3911,This Boy is Smooth,DJ JAZZY JEFF & THE FRESH PRINCE,M,Homebase,, http://ohhla.com/anonymous/frprince/homebase/smooth.jfr.txt,"{'babe': 2, 'damn': 1}"
3912,Ring My Bell,DJ JAZZY JEFF AND THE FRESH PRINCE,M,Homebase,, http://ohhla.com/anonymous/frprince/homebase/ringbell.jfr.txt,"{'fairy': 1, ""children's"": 1}"
3913,A Dog is a Dog,DJ JAZZY JEFF AND THE FRESH PRINCE,M,Homebase,, http://ohhla.com/anonymous/frprince/homebase/a_dog_is.jfr.txt,"{'kid': 1, 'girls': 2, 'destroy': 1, 'sick': 1, 'harem': 1}"
3914,Caught in the Middle,DJ JAZZY JEFF & THE FRESH PRINCE,M,Homebase,, http://ohhla.com/anonymous/frprince/homebase/caught.jfr.txt,"{'babies': 1, 'babe': 1, 'butt': 1, 'knife': 1}"
3915,Trapped on the Dancefloor,DJ JAZZY JEFF & THE FRESH PRINCE,M,Homebase,, http://ohhla.com/anonymous/frprince/homebase/trapped.jfr.txt,"{'sex': 1, 'pistol': 1, 'knife': 1, 'slave': 1, 'hoes': 1, 'shoot': 1, 'fight': 1, 'killing': 1, 'damn': 1, 'crime': 1}"
3916,Who Stole the D.J.,DJ JAZZY JEFF AND THE FRESH PRINCE,M,Homebase,, http://ohhla.com/anonymous/frprince/homebase/whostole.jfr.txt,"{'dead': 1, 'crime': 1, 'knife': 1, 'criminal': 1}"
3917,You Saw My Blinker (Bitch),DJ JAZZY JEFF AND THE FRESH PRINCE,M,Homebase,, http://ohhla.com/anonymous/frprince/homebase/blinker.jfr.txt,"{'crash': 2, 'mad': 2, 'hell': 1, 'damn': 3, 'butt': 1, 'bitch': 3}"
3918,Dumb Dancin',DJ JAZZY JEFF & THE FRESH PRINCE,M,Homebase,, http://ohhla.com/anonymous/frprince/homebase/d_dancin.jfr.txt,"{'damn': 1, 'dumb': 8, 'joint': 1}"
3919,I'm Looking For The One,DJ JAZZY JEFF AND THE FRESH PRINCE,M,Code Red,, http://ohhla.com/anonymous/frprince/code_red/looking.jfr.txt,"{'fight': 1, 'boom': 2, 'gangsta': 1}"
3920,Boom! Shake the Room,JAZZY JEFF & FRESH PRINCE,M,Code Red,, http://ohhla.com/anonymous/frprince/code_red/boom.jfr.txt,"{'boom': 1, 'girls': 2, 'booty': 1, 'fight': 1, 'died': 1}"
3921,Can't Wait to be With You,DJ JAZZY JEFF & THE FRESH PRINCE,M,Code Red,, http://ohhla.com/anonymous/frprince/code_red/cantwait.jfr.txt,"{'kid': 1, 'damn': 1, 'hole': 1}"
3922,Twinkle Twinkle (I'm Not A Star),JAZZY JEFF & FRESH PRINCE,M,Code Red,, http://ohhla.com/anonymous/frprince/code_red/twinkle.jfr.txt,{'kid': 1}
3923,Code Red,JAZZY JEFF AND THE FRESH PRINCE,M,Code Red,, http://ohhla.com/anonymous/frprince/code_red/code_red.jfr.txt,"{'attack': 1, 'sex': 1, 'kill': 1, 'sick': 1}"
3924,Shadow Dreams,DJ JAZZY JEFF & THE FRESH PRINCE,M,Code Red,, http://ohhla.com/anonymous/frprince/code_red/shadow.jfr.txt,"{'fight': 1, 'dies': 1, 'dumb': 1}"
3925,Just Kickin' It,DJ JAZZY JEFF & THE FRESH PRINCE,M,Code Red,, http://ohhla.com/anonymous/frprince/code_red/j_kickin.jfr.txt,{'hell': 1}
3926,Ain't No Place Like Home,DJ JAZZY JEFF & THE FRESH PRINCE,M,Code Red,, http://ohhla.com/anonymous/frprince/code_red/aint_no.jfr.txt,"{'damn': 1, 'sucker': 1}"
3927,I Wanna Rock,DJ JAZZY JEFF & THE FRESH PRINCE,M,Code Red,, http://ohhla.com/anonymous/frprince/code_red/i_wanna.jfr.txt,"{'nasty': 1, 'burn': 1, 'fire': 1}"
3928,Scream,DJ JAZZY JEFF & THE FRESH PRINCE,M,Code Red,, http://ohhla.com/anonymous/frprince/code_red/scream.jfr.txt,"{'ho': 29, 'mad': 1, 'pooper': 1, 'hell': 1, 'horn': 1}"
3929,Boom! Shake The Room (Street Remix),DJ JAZZY JEFF & THE FRESH PRINCE,M,Code Red,, http://ohhla.com/anonymous/frprince/code_red/boom_rmx.jfr.txt,"{'boom': 1, 'girls': 2, 'booty': 1, 'fight': 1, 'died': 1}"
3930,Y'all Know,WILL SMITH	,M,Big Willie Style,, http://ohhla.com/anonymous/frprince/big_will/yallknow.jfr.txt,"{'kid': 1, 'burn': 1, 'radical': 1}"
3931,Gettin' Jiggy Wit It,WILL SMITH,M,Big Willie Style,, http://ohhla.com/anonymous/frprince/big_will/jiggy.jfr.txt,"{'joint': 1, 'jiggy': 5, 'kid': 4, 'mad': 2}"
3932,Candy,WILL SMITH,M,Big Willie Style,, http://ohhla.com/anonymous/frprince/big_will/candy.jfr.txt,{'kid': 1}
3933,Chasing Forever,WILL SMITH	,M,Big Willie Style,, http://ohhla.com/anonymous/frprince/big_will/forever.jfr.txt,"{'crash': 1, 'die': 1, 'lynch': 1}"
3934,Don't Say Nothin',WILL SMITH ,M,Big Willie Style,, http://ohhla.com/anonymous/frprince/big_will/nothin.jfr.txt,"{'jiggy': 1, 'kid': 3, 'drug': 1, 'pimp': 1, 'god': 2, 'damn': 2, 'attack': 1, 'dead': 1, 'bomb': 1}"
3935,Miami,WILL SMITH,M,Big Willie Style,, http://ohhla.com/anonymous/frprince/big_will/miami.jfr.txt,"{'kill': 1, 'pot': 1, 'jiggy': 1, 'sexy': 1}"
3936,Yes Yes Y'all,WILL SMITH FEATURING CAMP LO,M,Big Willie Style,, http://ohhla.com/anonymous/frprince/big_will/yes_yall.jfr.txt,{}
3937,I Loved You,WILL SMITH,M,Big Willie Style,, http://ohhla.com/anonymous/frprince/big_will/lovedyou.jfr.txt,"{'hell': 1, 'black': 1, 'shoot': 1, 'damn': 2, 'die': 1}"
3938,It's All Good,WILL SMITH	,M,Big Willie Style,, http://ohhla.com/anonymous/frprince/big_will/all_good.jfr.txt,"{'mad': 1, 'butt': 1}"
3939,Just the Two of Us,WILL SMITH,M,Big Willie Style,, http://ohhla.com/anonymous/frprince/big_will/just_two.jfr.txt,"{'death': 1, 'butt': 1, 'sex': 1, 'mad': 1}"
3940,Big Willie Style,WILL SMITH,M,Big Willie Style,, http://ohhla.com/anonymous/frprince/big_will/big_will.jfr.txt,"{'kid': 1, 'crap': 1, 'willie': 4, 'black': 1, 'bomb': 1, 'pot': 1, 'girls': 1, 'sick': 1}"
3941,Men in Black,WILL SMITH (FORMERLY FRESH PRINCE),M,Big Willie Style *,, http://ohhla.com/anonymous/frprince/big_will/menblack.jfr.txt,"{'black': 5, 'violence': 1, 'doom': 1, 'scum': 1, 'fear': 1, 'crap': 1}"
3942,Will 2K,WILL SMITH,M,Willennium,, http://ohhla.com/anonymous/frprince/will2000/will2k.jfr.txt,{'hell': 1}
3943,Freakin' It,WILL SMITH,M,Willennium,, http://ohhla.com/anonymous/frprince/will2000/freakin.jfr.txt,"{'kid': 1, 'girls': 1, 'sick': 1, 'jiggy': 1, 'shoot': 1, 'blow': 1}"
3944,Da Butta,WILL SMITH,M,Willennium,, http://ohhla.com/anonymous/frprince/will2000/da_butta.jfr.txt,"{'damn': 1, 'sex': 1, 'stupid': 1, 'crack': 1, 'ass': 1, 'mad': 1, 'blow': 1}"
3945,La Fiesta,WILL SMITH,M,Willennium,, http://ohhla.com/anonymous/frprince/will2000/lafiesta.jfr.txt,"{'killing': 1, 'illegal': 1, 'crime': 1, 'sexy': 1, 'girls': 1}"
3946,Who Am I?,WILL SMITH,M,Willenium,, http://ohhla.com/anonymous/frprince/will2000/whoami.jfr.txt,"{'gangsta': 1, 'ass': 1}"
3947,Afro Angel,WILL SMITH,M,Willenium,, http://ohhla.com/anonymous/frprince/will2000/angel.jfr.txt,"{'color': 1, 'devil': 1, 'damn': 2, 'bomb': 2, 'gun': 2, 'headlights': 1, 'shoot': 1, 'drug': 1, 'kid': 1}"
3948,So Fresh,WILL SMITH,M,Willenium,, http://ohhla.com/anonymous/frprince/will2000/so_fresh.jfr.txt,"{'doo-doo': 1, 'black': 2, 'kid': 1}"
3949,Pump Me Up,WILL SMITH,M,Willenium,, http://ohhla.com/anonymous/frprince/will2000/pumpmeup.jfr.txt,"{'snatch': 1, 'addict': 1, 'damn': 1}"
3950,Can You Feel Me?,WILL SMITH,M,Willennium,, http://ohhla.com/anonymous/frprince/will2000/feel_me.jfr.txt,"{'girls': 1, 'hell': 5, 'sexy': 1}"
3951,Potnas,WILL SMITH,M,Willenium,, http://ohhla.com/anonymous/frprince/will2000/potnas.jfr.txt,"{'fairy': 1, 'bomb': 1, 'death': 1, 'blow': 1}"
3952,No More ,WILL SMITH,M,Willenium,, http://ohhla.com/anonymous/frprince/will2000/no_more.jfr.txt,"{'kid': 1, 'damn': 2, 'dead': 1}"
3953,Uuhhh,WILL SMITH,M,Willenium,, http://ohhla.com/anonymous/frprince/will2000/uuhhh.jfr.txt,"{'bomb': 1, 'kid': 2, 'death': 1, 'black': 1, 'mad': 1}"
3954,Wild Wild West,WILL SMITH,M,Willenium *,, http://ohhla.com/anonymous/frprince/will2000/wildwild.jfr.txt,"{'hole': 1, 'damn': 1, 'mad': 2, 'fear': 1}"
3955,The Rain,WILL SMITH,M,Willennium,, http://ohhla.com/anonymous/frprince/will2000/the_rain.jfr.txt,"{'weapon': 1, 'dope': 1, 'liquor': 1}"
3956,Act Like You Know,WILL SMITH,M,Born to Reign,, http://ohhla.com/anonymous/frprince/born_to/act_like.jfr.txt,"{'girls': 1, 'mad': 1, 'fat': 1}"
3957,I Can't Stop,WILL SMITH,M,Born to Reign,, http://ohhla.com/anonymous/frprince/born_to/cantstop.jfr.txt,"{'damn': 3, 'naked': 1, 'fire': 1, 'devil': 1, 'attack': 1, 'gun': 1, 'doom': 1}"
3958,"1,000 Kisses",WILL SMITH,M,Born to Reign,, http://ohhla.com/anonymous/frprince/born_to/1000kiss.jfr.txt,"{'black': 1, 'shoot': 1, 'desire': 1, 'faith': 1, 'stroke': 1}"
3959,Willow is a Player,WILL SMITH,M,Born to Reign,, http://ohhla.com/anonymous/frprince/born_to/willow.jfr.txt,{'mad': 1}
3960,Black Suits Comin' (Nod Ya Head),WILL SMITH,M,Born to Reign/Men in Black II Soundtrack,, http://ohhla.com/anonymous/frprince/born_to/nodyahed.jfr.txt,"{'black': 11, 'scum': 1, 'sick': 1, 'crime': 1, 'girls': 1, 'enemy': 1, 'fear': 1}"
3961,How Da Beat Goes On,WILL SMITH,M,Born to Reign,, http://ohhla.com/anonymous/frprince/born_to/beatgoes.jfr.txt,{'fight': 1}
3962,Block Party,WILL SMITH,M,Born to Reign,, http://ohhla.com/anonymous/frprince/born_to/blkparty.jfr.txt,{}
3963,Give Me Tonite,WILL SMITH,M,Born to Reign,, http://ohhla.com/anonymous/frprince/born_to/give_me.jfr.txt,"{'girls': 1, 'hook': 1}"
3964,I Gotta Go Home,WILL SMITH,M,Born to Reign,, http://ohhla.com/anonymous/frprince/born_to/i_gotta.jfr.txt,{'desire': 1}
3965,Maybe,WILL SMITH,M,Born to Reign,, http://ohhla.com/anonymous/frprince/born_to/maybe.jfr.txt,{'sexy': 1}
3966,Nod Ya Head (The Remix),WILL SMITH,M,Born to Reign,, http://ohhla.com/anonymous/frprince/born_to/theremix.jfr.txt,"{'black': 19, 'scum': 1, 'sick': 1, 'crime': 1, 'blow': 2, 'crack': 2, 'girls': 1, 'enemy': 1, 'fear': 1}"
3967,Momma Knows,WILL SMITH,M,Born to Reign,, http://ohhla.com/anonymous/frprince/born_to/momknows.jfr.txt,{}
3968,Nothin' on My Mind (Bonus Track),WILL SMITH,M,Born to Reign,, http://ohhla.com/anonymous/frprince/born_to/nothinon.jfr.txt,{}
3969,Party Starter,WILL SMITH,M,Lost and Found,, http://ohhla.com/anonymous/frprince/lstfound/party_st.jfr.txt,"{'harder': 1, 'dumb': 1}"
3970,Switch,WILL SMITH,M,Lost & Found,, http://ohhla.com/anonymous/frprince/lstfound/switch.jfr.txt,"{'naked': 1, 'sexy': 1, 'sucker': 1, 'amateur': 1}"
3971,Mr. Niceguy,WILL SMITH,M,Lost and Found,, http://ohhla.com/anonymous/frprince/lstfound/niceguy.jfr.txt,"{'bomb': 1, 'blow': 2, 'gay': 1, 'damn': 1}"
3972,Ms. Holy Roller,WILL SMITH,M,Lost and Found,, http://ohhla.com/anonymous/frprince/lstfound/ms_holy.jfr.txt,"{'burn': 1, 'bible': 2, 'hell': 1, 'die': 1, 'fight': 1, 'tongue': 1, 'damn': 1}"
3973,Lost & Found,WILL SMITH,M,Lost and Found,, http://ohhla.com/anonymous/frprince/lstfound/lost_and.jfr.txt,"{'spit': 1, 'hell': 1, 'ass': 1, 'slave': 1}"
3974,Tell Me Why,WILL SMITH,M,Lost and Found,, http://ohhla.com/anonymous/frprince/lstfound/tell_me.jfr.txt,"{'died': 1, 'bombs': 1, 'attack': 1, 'bomb': 1, 'molest': 1, 'sniper': 1, 'shoot': 1, 'die': 1}"
3975,I Wish I Made That/Swagga,WILL SMITH,M,Lost And Found,, http://ohhla.com/anonymous/frprince/lstfound/iwishi.jfr.txt,"{'shoot': 1, 'black': 1, 'girls': 1, 'gay': 1}"
3976,Pump Ya Brakes,WILL SMITH,M,Lost and Found,, http://ohhla.com/anonymous/frprince/lstfound/yabrakes.jfr.txt,"{'kid': 2, 'girls': 1, 'mad': 1, 'joint': 1, 'crash': 1, 'smack': 1, 'spit': 1}"
3977,If U Can't Dance (Slide),WILL SMITH,M,Lost and Found,, http://ohhla.com/anonymous/frprince/lstfound/cntdance.jfr.txt,"{'sex': 1, 'mad': 1, 'hook': 1}"
3978,Could U Love Me,WILL SMITH,M,Lost and Found,, http://ohhla.com/anonymous/frprince/lstfound/could_u.jfr.txt,"{'cancer': 1, 'hell': 1}"
3979,Loretta,WILL SMITH,M,Lost and Found,, http://ohhla.com/anonymous/frprince/lstfound/loretta.jfr.txt,"{'fear': 1, 'hell': 2}"
3980,Wave Em Off,WILL SMITH,M,Lost and Found,, http://ohhla.com/anonymous/frprince/lstfound/wave_off.jfr.txt,"{'sexy': 1, 'bigger': 1, 'pissed': 1, 'mad': 1, 'fear': 1}"
3981,Scary Story,WILL SMITH,M,Lost and Found,, http://ohhla.com/anonymous/frprince/lstfound/scary_st.jfr.txt,"{'kid': 1, 'pissed': 1, 'stupid': 1}"
3982,Switch ...R&B Remix,WILL SMITH,M,Lost and Found,, http://ohhla.com/anonymous/frprince/lstfound/switchrb.jfr.txt,"{'sexy': 1, 'sucker': 1, 'amateur': 1, 'babe': 1}"
3983,Switch (Reggae Remix),WILL SMITH,M,Lost and Found,, http://ohhla.com/anonymous/frprince/lstfound/swreggae.jfr.txt,"{'jiggy': 7, 'sexy': 1, 'sucker': 1, 'booty': 1, 'girls': 1, 'amateur': 1}"
3984,Gettin' Jiggy Wit It (Remix) *,WILL SMITH,M,Gettin' Jiggy Wit It (So So Def Remix) (iTunes Release),, http://ohhla.com/anonymous/frprince/rm_bside/jiggyrmx.jfr.txt,"{'jiggy': 14, 'spit': 1, 'assassin': 1, 'bombers': 1, 'die': 1, 'welfare': 1}"
3985,Fresh Prince of Bel-Air,DJ JAZZY JEFF AND THE FRESH PRINCE,M,Greatest Hits,, http://ohhla.com/anonymous/frprince/rm_bside/bel_air.jfr.txt,{'fight': 1}
3986,Lovely Daze,JAZZY JEFF & THE FRESH PRINCE,M,Greatest Hits,, http://ohhla.com/anonymous/frprince/rm_bside/lovely.jfr.txt,"{'black': 1, 'kill': 1, 'hook': 1}"
3987,Megamix,DJ JAZZY JEFF AND THE FRESH PRINCE,M,Greatest Hits,, http://ohhla.com/anonymous/frprince/rm_bside/megamix.jfr.txt,"{'girls': 1, 'hell': 1}"
3988,Nightmare on My Street (Single Version) *,DJ JAZZY JEFF & THE FRESH PRINCE,M,Greatest Hits,, http://ohhla.com/anonymous/frprince/rm_bside/night_ex.jfr.txt,"{'weenie': 1, 'laid': 1, 'killed': 1, 'girls': 1, 'mad': 1}"
3989,Ring My Bell (Mr. Lee's Radio Mix) *,JAZZY JEFF AND THE FRESH PRINCE,M,Greatest Hits,, http://ohhla.com/anonymous/frprince/rm_bside/ring_rmx.jfr.txt,"{'fairy': 1, ""children's"": 1}"
3990,The Things That U Do (Hula Radio Remix) *,JAZZY JEFF AND THE FRESH PRINCE,M,Greatest Hits,, http://ohhla.com/anonymous/frprince/rm_bside/udoremix.jfr.txt,"{'damn': 1, 'blind': 1, 'fondle': 1, 'hell': 1, 'blow': 1}"
3991,Just Cruisin',WILL SMITH,M,Men in Black soundtrack,, http://ohhla.com/anonymous/frprince/rm_bside/cruisin.jfr.txt,{'hustler': 1}
3992,Party Starter (Freshman Remix),WILL SMITH,M,Party Starter E.U. Single,, http://ohhla.com/anonymous/frprince/rm_bside/partyrmx.jfr.txt,{'dumb': 1}
3993,Got to be Real,WILL SMITH,M,Shark Tale Soundtrack,, http://ohhla.com/anonymous/frprince/rm_bside/gottobe.jfr.txt,{'kid': 1}
3994,Fiesta (Remix),BOMBA ESTEREO,M,Fiesta (Remix) (iTunes Release),, http://ohhla.com/anonymous/bestereo/rm_bside/fiesta_r.bom.txt,{'shit': 1}
3995,I Sleep Much Better (In Someone Else's Bed),BILLY OCEAN,M,Greatest Hits,, http://ohhla.com/anonymous/misc/r_and_b/sleepmch.ocn.txt,"{'girls': 1, 'dead': 1}"
3996,Hey Sexy Lady (Dancehall Refix),SHAGGY,M,"Hey Sexy Lady (Remix) 7""",, http://ohhla.com/anonymous/misc/reggae/heyrefix.shg.txt,"{'sexy': 9, 'ass': 1, 'nasty': 1, 'fight': 1, 'erect': 1, 'laid': 1}"
3997,Hey Sexy Lady (Dancehall Remix),SHAGGY,M,"Hey Sexy Lady (Remix) 7""",, http://ohhla.com/anonymous/misc/reggae/heyremix.shg.txt,"{'sexy': 9, 'cock': 2, 'damn': 1, 'fight': 1, 'erect': 1, 'laid': 1}"
3998,When You Get Out of Jail,FRIED,M,Fried,, http://ohhla.com/anonymous/fried/rm_bside/when_you.fri.txt,"{'dead': 1, 'kid': 1}"
3999,Bang It,THE FRONTLINE,M,Now U Know,, http://ohhla.com/anonymous/frontlne/nowuknow/bang_it.lne.txt,"{'damn': 1, 'goddamn': 1, 'tongue': 1, 'babies': 1, 'hell': 1}"
4000,Now U Know,THE FRONTLINE,M,Now U Know,, http://ohhla.com/anonymous/frontlne/nowuknow/nowuknow.lne.txt,"{'ass': 1, 'dead': 1, 'shit': 1, 'niggaz': 3, 'spit': 1, 'nigga': 2}"
4001,Rich,THE FRONTLINE,M,Now U Know,, http://ohhla.com/anonymous/frontlne/nowuknow/rich.lne.txt,"{'shoot': 1, 'dirty': 2, 'dope': 4, 'niggaz': 9, 'crack': 1, 'dead': 1, 'shit': 2, 'sick': 1, 'fucking': 3, 'gun': 1, 'killing': 1, 'snatch': 1, 'fight': 1, 'church': 1}"
4002,What is It?,THE FRONTLINE,M,Now You Know,, http://ohhla.com/anonymous/frontlne/nowuknow/whatisit.lne.txt,"{'damn': 4, 'spit': 1, 'kid': 2, 'niggaz': 1, 'bullshit': 1, 'weapon': 1, 'pussy': 1, 'vaginal': 1, 'nigga': 3, 'fuck': 1, 'buried': 1, 'crappy': 1, 'cock': 2}"
4003,Homicide,FROST,M,Hispanic Causing Panic,, http://ohhla.com/anonymous/kidfrost/hispanic/homicide.kid.txt,"{'murder': 44, 'violence': 1, 'died': 2, 'dead': 1, 'homicide': 1}"
4004,La Raza,KID FROST,M,Hispanic Causing Panic,, http://ohhla.com/anonymous/kidfrost/hispanic/la_raza.kid.txt,"{'kill': 1, 'pee': 1, 'ass': 2, 'poo': 1, 'butt': 1, 'stupid': 1}"
4005,I Got Pulled Over,KID FROST,M,East Side Story,, http://ohhla.com/anonymous/kidfrost/eastside/got_pull.kid.txt,"{'ass': 5, 'fuckin': 4, 'dope': 2, 'shit': 1, 'stupid': 1, 'fat': 2, 'fuck': 6, 'goddamn': 2, 'black': 1, 'nigga': 2, 'damn': 1, 'shoot': 1, 'burn': 1, 'gun': 1, 'dumb': 1, 'crack': 1, 'bitch': 1}"
4006,No Sunshine,KID FROST,M,East Side Story,, http://ohhla.com/anonymous/kidfrost/eastside/sunshine.kid.txt,"{'shit': 2, 'fight': 1, 'knife': 1, 'death': 1, 'violence': 1, 'damn': 1}"
4007,Thin Line,KID FROST,M,East Side Story,, http://ohhla.com/anonymous/kidfrost/eastside/thinline.kid.txt,{}
4008,Mi Vida Loca,KID FROST,M,East Side Story,, http://ohhla.com/anonymous/kidfrost/eastside/vidaloca.kid.txt,"{'shit': 2, 'kid': 1, 'knife': 1, 'gun': 1, 'hell': 1, 'dumb': 1, 'sissy': 1, 'smack': 1, 'ass': 1, 'latin': 1}"
4009,La Familia,(KID) FROST,M,"Smile Now, Die Later",, http://ohhla.com/anonymous/kidfrost/smilenow/familia.kid.txt,"{'fucker': 1, 'kid': 1, 'ass': 3, 'mexican': 2}"
4010,You Ain't Right,FROST,M,"Smile Now, Die Later",, http://ohhla.com/anonymous/kidfrost/smilenow/you_aint.kid.txt,"{'fat': 1, 'crime': 1, 'ass': 2, 'dirty': 1, 'damn': 3, 'hell': 1, 'crack': 2, 'hoes': 1, 'shooting': 1}"
4011,Nothing But Love for the Neighborhood,FROST,M,"Smile Now, Die Later",, http://ohhla.com/anonymous/kidfrost/smilenow/nblove.kid.txt,"{'drunk': 1, 'kid': 1}"
4012,La Raza II (Cantina Remix),FROST,M,"Smile Now, Die Later",, http://ohhla.com/anonymous/kidfrost/smilenow/laraza2.kid.txt,"{'swallow': 1, 'color': 1, 'terror': 1}"
4013,Bamseeya,FROST ,M,"Smile Now, Die Later",, http://ohhla.com/anonymous/kidfrost/smilenow/bamseeya.kid.txt,"{'dead': 3, 'motherfuckin': 1, 'piss': 1, 'gun': 2, 'fuck': 3, 'bitch': 1, 'shit': 1, 'die': 1, 'fucking': 1, 'fire': 1}"
4014,Look at What I See,FROST,M,"Smile Now, Die Later",, http://ohhla.com/anonymous/kidfrost/smilenow/look_at.kid.txt,"{'shit': 1, 'pussy': 1, 'ass': 1, 'fuck': 2, 'criminal': 2, 'gangsta': 1, 'pimp': 1, 'bomb': 1}"
4015,Last Days,FROST,M,"Smile Now, Die Later",, http://ohhla.com/anonymous/kidfrost/smilenow/lastdays.kid.txt,"{'mad': 1, 'fuck': 2, 'shit': 2, 'hell': 2, 'dumb': 1, 'fucked': 2, 'dead': 1, 'bitch': 2, 'pistol': 1, 'motherfucker': 1, 'horny': 1, 'nigga': 1, 'kid': 1, 'fucks': 1, 'ass': 1, 'balls': 1, 'beast': 1, 'crime': 1}"
4016,You're a Big Girl Now ,FROST ,M,When Hell.A. Freezes Over ,, http://ohhla.com/anonymous/kidfrost/hell_a/big_girl.kid.txt,"{'girls': 1, 'die': 1, 'damn': 1, 'fight': 1}"
4017,Outlaws,KID FROST,M,"That Was Then, This is Now Vol. 1",, http://ohhla.com/anonymous/kidfrost/now_vol1/outlaws.kid.txt,"{'gangsta': 3, 'blow': 1, 'shit': 2, 'fuckin': 4, 'fuck': 4, 'nigga': 5, 'motherfuck': 1, 'bitch': 4, 'fat': 3, 'niggaz': 3, 'dick': 1, 'god': 1, 'damn': 1}"
4018,Milk and Honey,FROST,M,"That Was Then, This Is Now (Vol. 1)",, http://ohhla.com/anonymous/kidfrost/now_vol1/milk_and.kid.txt,"{'gangsta': 1, 'cock': 1, 'kill': 1, 'cocaine': 1, 'shoot': 1, 'hoes': 1}"
4019,Turn It Into Somethin',FROST,M,"Frost - That Was Then, Then Is Now (Vol. 1)",, http://ohhla.com/anonymous/kidfrost/now_vol1/turn_it.kid.txt,"{'fight': 1, 'sexy': 1}"
4020,Act Like Ya Want It,FROST,M,"That Was Then, This Is Now Vol. 1",, http://ohhla.com/anonymous/kidfrost/now_vol1/act_like.kid.txt,"{'sex': 1, 'nasty': 1, 'gangsta': 1, 'mad': 1, 'pistol': 1, 'clit': 1}"
4021,Latin Kings,KID FROST,M,"That Was Then, This is Now Vol. 1",, http://ohhla.com/anonymous/kidfrost/now_vol1/ltnkings.kid.txt,"{'dope': 4, 'latin': 1, 'fuck': 1, 'god': 1, 'damn': 1}"
4022,Mamacita,(KID) FROST ,M,"That Was Then, This is Now Vol. 1",, http://ohhla.com/anonymous/kidfrost/now_vol1/mamacita.kid.txt,"{'sexy': 7, 'die': 1}"
4023,Diamonds and Pearls,KID FROST,M,"That Was Then, This is Now Vol. 1",, http://ohhla.com/anonymous/kidfrost/now_vol1/diamonds.kid.txt,"{'damn': 1, 'sex': 1, 'black': 2, 'biatch': 1, 'penthouse': 1, 'hook': 1}"
4024,Big Business,FROST,M,"Ablum:  That Was Then, This Is Now (Vol. 1)",, http://ohhla.com/anonymous/kidfrost/now_vol1/big_biz.kid.txt,"{'faggot': 1, 'shit': 2, 'weapon': 1, 'firing': 1, 'fucked': 1, 'mad': 1, 'hustler': 1, 'black': 1, 'fuckin': 1, 'bitches': 2, 'fuck': 2, 'shoot': 1, 'bitch': 1}"
4025,Los Katrachos,FROST & SOUTH PARK MEXICAN,M,"That Was Then, This Is Now (Vol. 1)",, http://ohhla.com/anonymous/kidfrost/now_vol1/los_kat.kid.txt,"{'hole': 1, 'fuck': 2}"
4026,The Pain,FROST,M,"That Was Then, This Is Now (Vol. 1)",, http://ohhla.com/anonymous/kidfrost/now_vol1/pain.kid.txt,"{'dirty': 1, 'dead': 1, 'shit': 3, 'gangsta': 1, 'fuck': 1, 'poverty': 1, 'mad': 1, 'kill': 1, 'black': 1, 'crack': 1, 'failed': 1}"
4027,Song: ��One Shot ,FROST ,M,"That Was Then, This is Now Vol. 2 ",, http://ohhla.com/anonymous/kidfrost/now_vol2/one_shot.kid.txt,"{'fuck': 2, 'ass': 1, 'enemy': 1, 'shit': 3, 'burn': 1, 'gangsta': 5, 'bitch': 1, 'drunk': 1, 'motherfucking': 1, 'blow': 1, 'dead': 2}"
